Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,688217981276,meta_description,en,,,Vik Pokémon och Ghibli-figurer med våra origami-kit! Kul och kreativt papperspyssel för både fans och nybörjare.,Fold Pokémon and Ghibli figures with our origami kits! Fun and creative paper craft for fans and beginners alike.
COLLECTION,688218014044,title,en,,,Lego,Lego
COLLECTION,688218014044,meta_title,en,,,LEGO – Minecraft & blombuketter,LEGO – Minecraft & Flower Bouquets
COLLECTION,688218014044,meta_description,en,,,"Välkommen till vår LEGO-kategori med ett noga utvalt sortiment! Här hittar du kreativa byggset från Minecraft – där spelets ikoniska värld får liv i klossform – och de populära LEGO-blombuketterna som kombinerar byggglädje med stilren inredning. Oavsett om du bygger för nöjes skull, som avkoppling eller för att skapa något vackert till hemmet finns något här för dig. Fler teman och set kommer framöver – håll utkik!

","Welcome to our curated LEGO collection! Here you’ll find exciting Minecraft sets that bring the blocky game world to life, along with the beloved LEGO flower bouquets – ideal for relaxing builds and beautiful home decor. Whether you're a gamer, a builder, or simply want something creative and decorative, there’s something here for you. More themes and sets coming soon – stay tuned!

"
COLLECTION,688218046812,title,en,,,Aktuella Erbjudanden,Aktuella Erbjudanden
COLLECTION,688218079580,title,en,,,"BookNooks, Prydnad & Lek","BookNooks, Ornaments & Play"
COLLECTION,688218079580,meta_title,en,,,Nördigt & Mysigt – Prylar & Pussel för alla spelälskare | Dragon’s Lair,Nerdy & Cozy – Gadgets & Puzzles for Every Gamer | Dragon’s Lair
COLLECTION,688218079580,meta_description,en,,,"Upptäck mysiga och nördiga prylar, pussel och inredning! Perfekta för att skapa en spelvänlig och personlig atmosfär i ditt hem.","Discover cozy and nerdy gadgets, puzzles, and décor! Perfect for creating a game-friendly and personal atmosphere in your home."
COLLECTION,688218112348,title,en,,,Vendre test kategori,Vendre test category
COLLECTION,688218145116,title,en,,,Bicycle,Bicycle
COLLECTION,688218145116,meta_title,en,,,Bicycle kortlekar för magiker och pokerspelare,Bicycle Playing Cards for Magicians and Poker Players
COLLECTION,688218145116,meta_description,en,,,"Bicycle är en av världens mest klassiska och pålitliga kortlekar – älskad av både magiker och pokerspelare. Med sin höga kvalitet, smidiga känsla och ikoniska design är Bicycle-kort standardvalet för allt från korttrick till seriösa pokerkvällar. Hos Dragon’s Lair hittar du flera varianter som passar både nybörjare och erfarna kortentusiaster.","Bicycle playing cards are one of the most iconic and trusted decks in the world, loved by both magicians and poker players. Known for their quality, smooth handling, and classic design, Bicycle decks are a natural choice for everything from card tricks to serious card games. At Dragon’s Lair, you’ll find several Bicycle decks suited for beginners and experienced card enthusiasts alike."
COLLECTION,688218177884,title,en,,,Theory11,Theory11
COLLECTION,688218177884,meta_title,en,,,"Theory11 kortlekar - designade spelkort för samlare, magiker och spelare","Theory11 Playing Cards - Designed for Collectors, Magicians, and Card Players"
COLLECTION,688218177884,meta_description,en,,,"Theory11 är känt för sina exklusiva och stilfulla kortlekar som kombinerar hög kvalitet med imponerande design. Dessa spelkort används av magiker, kortentusiaster och samlare över hela världen. Hos Dragon’s Lair hittar du Theory11-kortlekar som fungerar lika bra för spelkvällar som för magi eller samling.","Theory11 is known for producing premium playing cards that combine high quality with stunning design. These decks are used by magicians, card enthusiasts, and collectors around the world. At Dragon’s Lair, you’ll find Theory11 playing cards that are just as suitable for game nights as they are for magic or collecting."
COLLECTION,688218210652,title,en,,,Copag,Copag
COLLECTION,688218210652,body_html,en,,,"<p>Copag är ett av världens mest respekterade varumärken för pokerkort och används både vid professionella turneringar och hemmakvällar runt spelbordet. Kortlekarna är tillverkade i slitstark plast som håller länge och ger en jämn, smidig känsla i handen. Hos Dragon’s Lair hittar du Copag-kort som passar både nya spelare och erfarna pokerspelare.</p>","<p>Copag is one of the most respected brands of poker playing cards in the world, used in both professional tournaments and casual home games. Made from durable plastic, Copag cards are designed to last longer and provide a smooth, consistent feel in every shuffle. At Dragon’s Lair, you’ll find Copag decks that suit both beginners and experienced poker players.</p>"
COLLECTION,688218210652,meta_title,en,,,Copag - kortlekar för pokerspelare i alla nivåer,Copag Playing Cards -For Poker Players of All Levels
COLLECTION,688218210652,meta_description,en,,,"Copag är ett av världens mest respekterade varumärken för pokerkort och används både vid professionella turneringar och hemmakvällar runt spelbordet. Kortlekarna är tillverkade i slitstark plast som håller länge och ger en jämn, smidig känsla i handen. Hos Dragon’s Lair hittar du Copag-kort som passar både nya spelare och erfarna pokerspelare.","Copag is one of the most respected brands of poker playing cards in the world, used in both professional tournaments and casual home games. Made from durable plastic, Copag cards are designed to last longer and provide a smooth, consistent feel in every shuffle. At Dragon’s Lair, you’ll find Copag decks that suit both beginners and experienced poker players."
COLLECTION,688218243420,title,en,,,Pokerset & marker,Pokerset & chips
COLLECTION,688218243420,body_html,en,,,"<p>Ett pokerset med marker gör det enkelt att skapa riktig casinokänsla hemma vid spelbordet. Med rätt marker, kort och tillbehör blir pokerkvällen både smidigare och roligare för alla runt bordet. Hos Dragon’s Lair hittar du pokerset som passar både nybörjare och mer erfarna pokerspelare.</p>","<p>A poker set with chips makes it easy to recreate the authentic casino feeling at home. With the right chips, cards, and accessories, poker night becomes smoother and more enjoyable for everyone at the table. At Dragon’s Lair, you’ll find poker sets suitable for both beginners and experienced poker players.</p>"
COLLECTION,688218243420,meta_title,en,,,Pokerset och marker - allt du behöver för en komplett pokerkväll,Poker Sets and Chips - Everything You Need for a Complete Poker Night
COLLECTION,688218243420,meta_description,en,,,"Ett pokerset med marker gör det enkelt att skapa riktig casinokänsla hemma vid spelbordet. Med rätt marker, kort och tillbehör blir pokerkvällen både smidigare och roligare för alla runt bordet. Hos Dragon’s Lair hittar du pokerset som passar både nybörjare och mer erfarna pokerspelare.","A poker set with chips makes it easy to recreate the authentic casino feeling at home. With the right chips, cards, and accessories, poker night becomes smoother and more enjoyable for everyone at the table. At Dragon’s Lair, you’ll find poker sets suitable for both beginners and experienced poker players."
COLLECTION,688218308956,title,en,,,Tarotkort,Tarot cards
COLLECTION,688218276188,title,en,,,Pokermattor,Poker cloths
COLLECTION,688218341724,title,en,,,Blandade varumärken,Mixed brands
COLLECTION,688218374492,title,en,,,Poker,Poker
COLLECTION,688218374492,meta_title,en,,,Pokerset & Kortlekar – Allt för kortspel och pokerkvällar | Dragon’s Lair,Poker Sets & Playing Cards – Everything for Card Games & Poker Nights | Dragon’s Lair
COLLECTION,688218374492,meta_description,en,,, Pokerkväll eller klassiska kortspel? Hitta högkvalitativa pokerset och spelkort för allt från Texas Hold’em till Patience och Bridge.,Poker night or classic card games? Find high-quality poker sets and playing cards for everything from Texas Hold’em to Solitaire and Bridge.
COLLECTION,688218407260,title,en,,,Rolife,Rolife
COLLECTION,688218440028,title,en,,,Cutebee,Cutebee
COLLECTION,688218472796,title,en,,,Aslowsnail,Aslowsnail
COLLECTION,688218505564,title,en,,,Tonecheer,Tonecheer
COLLECTION,688218538332,title,en,,,Book Nooks,Book Nooks
COLLECTION,688218538332,meta_title,en,,,Book Nooks – Magiska Bokvärldar & Funktionella Bokstöd,Book Nooks – Enchanting Book Worlds & Functional Bookends
COLLECTION,688218538332,meta_description,en,,,"Utforska våra Book Nooks – dekorativa bokstöd som ger liv och djup åt din bokhylla. Handla nu och förvandla din boksamling med en unik stil!
","Explore our collection of Book Nooks – decorative bookends that add life and depth to your bookshelf. Shop now and transform your book collection with a unique style!
"
COLLECTION,688218571100,title,en,,,Övrigt,Other
COLLECTION,688218571100,meta_title,en,,,"Böcker & Mer – Skönlitteratur, Speldesign & Presentkort | Dragon's Lair","Books & More – Fiction, Game Manuals & Gift Cards"
COLLECTION,688218571100,meta_description,en,,,"Utforska vårt utbud av skönlitterära böcker, spelmanualer och böcker om speldesign. Upptäck även vårt lånebibliotek och våra presentkort – perfekt för spel- och bokälskare!







","Discover our selection of fiction, game manuals, and books on game design. Explore our lending library and gift cards – perfect for book and gaming enthusiasts!







"
