Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,15554391441756,body_html,en,,,"<p>Cretaceous Rails är ett strategiskt brädspel där du bygger en tågburen dinosauriesafari för tidsresande turister.</p>
<p>Res tillbaka till kritaperioden och bygg ett nätverk av tågrutter djupt in i djungeln för att visa upp levande dinosaurier. Du tar rollen som parkdirektör med uppgift att locka besökare genom att konstruera spektakulära attraktioner och smarta transportlösningar – allt medan du balanserar resurser och planerar din strategi.</p>
<p>Spelet använder sig av ett dubbelt arbetsplaceringssystem där varje beslut påverkar din långsiktiga planering. Med modulärt bräde, resurshantering och tableau-building skapar du en unik upplevelse varje gång du spelar – ensam eller med upp till tre andra spelare.</p>
<p>Höjdpunkter:</p>
<ul>
<li>Strategiskt brädspel för 1–4 spelare</li>
<li>Speltid: 30–120 minuter</li>
<li>Unik kombination av worker</li>
<li>placement och ruttbyggande</li>
<li>Tidsresor, dinosaurier och ekonomisk utveckling</li>
</ul>
<p><strong>Sleeves <br>84st 41x63mm<br>4st 63,5x89mm</strong></p>","<p>Cretaceous Rails is a strategic board game where you build a dinosaur safari resort for time-traveling tourists.</p>
<p>Travel back to the Cretaceous era and lay rail networks through the jungle to showcase real dinosaurs in their natural habitat. As the mastermind behind the safari, you’ll need to manage resources, build attractions, and optimize your routes to create the ultimate tourist experience.</p>
<p>With a dual-action worker placement system, modular board, and tableau building, every game offers new tactical choices and replayability. Ideal for solo play or groups of up to four players.</p>
<p>Highlights:</p>
<ul>
<li>Strategic board game for 1–4 players</li>
<li>Playtime: 30–120 minutes</li>
<li>Unique blend of worker placement and route building</li>
<li>Dinosaurs, time travel, and resort planning</li>
</ul>
<p><strong>Sleeves </strong><br><strong>84st 41x63mm</strong><br><strong>4st 63,5x89mm</strong></p>"
PRODUCT,15554391441756,meta_title,en,,,Cretaceous Rails,Cretaceous Rails
PRODUCT,15554391507292,title,en,,,Orbit,Orbit
PRODUCT,15554391507292,body_html,en,,,"<p>Orbit är ett snabbt och taktiskt rymdspel där galaktiska turister tävlar om att besöka alla planeter i Silo-systemet.</p>
<p>I detta fartfyllda resespel från Reiner Knizia ska du manövrera ditt skepp längs omloppsbanor, samla energi och teleportera genom hyperspace för att vinna det stora interstellära loppet. Med enkla regler och dynamiska banor är varje spelomgång en ny och spännande utmaning.</p>
<p>Spela kort för att röra dig, påverka planeternas omloppsriktning och planera det optimala loppet tillbaka till din startplanet. Med flera varianter, inklusive solo- och lagläge, bjuder Orbit på variation och återspelningsvärde för hela familjen.</p>
<p>Höjdpunkter:</p>
<ul>
<li>Lättlärt rymdspel för 2–4 spelare</li>
<li>Speltid: 30–60 minuter</li>
<li>Perfekt för familjer och nybörjare</li>
<li>Variabla banor och flera spelvarianter</li>
</ul>","<p>Orbit is a fast-paced space race where galactic tourists compete to visit every planet in the Silo System.</p>
<p>In this tactical race from Reiner Knizia, players zoom through orbital paths, collect energy, and leap through hyperspace portals to outmaneuver their rivals. With simple turns but clever decisions, Orbit offers a fresh challenge every game.</p>
<p>Play cards to move your ship, manipulate planets’ orbits, and race back to your starting world before the others. Featuring two boards, solo and team variants, and randomized setups, Orbit is a perfect fit for casual and family gamers alike.</p>
<p>Highlights:</p>
<ul>
<li>Quick-playing space race for 2–4 players</li>
<li>Playtime: 30–60 minutes</li>
<li>Easy to learn, fun to master</li>
<li>Includes solo mode and team play</li>
</ul>"
PRODUCT,15554391507292,meta_title,en,,,Orbit,Orbit
PRODUCT,15554391507292,meta_description,en,,,Besök alla planeter i Silo-systemet först! Ett snabbt och roligt rymdspel för 2–4 spelare i Knizias kosmiska trilogi.,"Race through space as a galactic tourist! Orbit is a fast, tactical game with cards, movement, and planetary chaos for 2–4 players."
PRODUCT,15554391605596,title,en,,,Top 10 (Sv),Top 10 (Sv)
PRODUCT,15554391605596,body_html,en,,,"<p>Top Ten är ett galet roligt och socialt partyspel där ni ska rangordna knäppa, kreativa eller helt galna svar – utan att veta vad de andra fått för nummer! Målet är att tillsammans överleva fem rundor genom att placera allas svar i rätt ordning från 1 (sämst, konstigast, värst) till 10 (bäst, starkast, roligast).</p>
<p>Varje runda får alla spelare ett hemligt sifferkort mellan 1 och 10. En spelare utses till kapten och drar ett tema från någon av spelets 500 tokiga frågekort – exempelvis: ""Batman behöver en ny Robin. Vem blir hans nya partner, från sämst till bäst?"" Sedan ger alla sitt svar, baserat på sitt nummer – från urusla idéer till geniala val.</p>
<p>Kaptens uppgift är nu att lista ut vilken spelare hade vilket nummer utifrån deras svar. För varje gissning som hamnar fel, förlorar gruppen en enhörningsplupp – och den vänds till sin bajsiga baksida! Klarar ni alla fem rundor utan att förlora alla enhörningar, vinner ni tillsammans.</p>
<p>Top Ten är lätt att lära, otroligt roligt och bjuder på mycket skratt – perfekt till fester, spelkvällar eller som isbrytare!</p>","<p>Top Ten is a hilarious cooperative party game where players give wild, weird, or wonderful answers based on a secret number – and try to get them in the right order!</p>
<p>Each round, one player becomes the captain and hands out secret number cards (1–10) to the others. Then they read one of the 500 theme cards – like: ""Batman wants to replace Robin. Create a new duo 'Batman and ...' ranked from worst to best."" Based on their number, each player gives an answer. A ""1"" might be ridiculous, while a ""10"" should be awesome.</p>
<p>The captain now has to guess who had the lowest number, the next lowest, and so on. For each incorrect guess, a unicorn token flips to its stinky poop side.</p>
<p>If all unicorns are gone after five rounds, the team loses. But if you keep at least one adorable unicorn, you win together!</p>
<p>Top Ten is quick to learn, full of laughs, and works perfectly for game nights, parties, or team building.</p>"
PRODUCT,15554391605596,meta_title,en,,,Top 10 (Sv),Top 10 (Sv)
PRODUCT,15554391605596,meta_description,en,,,"Top Ten – kooperativt sällskapsspel med 500 teman, 4–9 spelare, 12+. Rangordna tokiga svar från 1 till 10 och försök överleva fem rundor utan att förlora era enhörningar.","Top Ten party game – cooperative fun for 4–9 players, ages 12+. Guess the order of creative answers from 1 to 10. Includes 500 themes and unicorn tokens, led by a round captain."
PRODUCT,15554391605596,metafield.custom.description_short,en,,,"Kooperativt partyspel för 4–9 spelare (12+), där ni försöker rangordna varandras svar från 1 till 10. Innehåller 500 teman och enhörningspluppar som poängräkning.",A fun and clever cooperative party game for 4–9 players (ages 12+). Rank ridiculous answers from 1 to 10 and keep your unicorns alive over 5 rounds!
PRODUCT,15554391671132,title,en,,,Brick like this! (Sv),Brick like this! (Sv)
PRODUCT,15554391671132,body_html,en,,,"<p>BRICK LIKE THIS! är ett fartfyllt och lekfullt LEGO®-partypel där lag om två (en Kapten och en Byggare) tävlar i sex snabba rundor. Kaptenen får ett hemligt formkort och ska med ord förklara vad Byggaren ska skapa – utan att visa bilden. Byggaren bygger utifrån instruktionerna, med endast 48 LEGO®-bitar tillgängliga.</p>
<p>Spelet är snabbt, lätt att komma in i och perfekt för familjer, vänner och LEGO-älskare från 7 år och uppåt. Med 92 formkort och 20 utmaningskort blir varje runda unik. Efter sex rundor vinner det lag som samlat flest poäng!</p>","<p>BRICK LIKE THIS! is a fast-paced LEGO® party game where teams of two (a Captain and a Builder) compete over six quick rounds. The Captain sees a hidden shape card and describes it verbally, while the Builder tries to recreate the structure using just 48 LEGO® bricks – without ever seeing the image.</p>
<p>Easy to learn and full of energy, it’s ideal for families, friends, and LEGO fans aged 7 and up. With 92 shape cards and 20 challenge cards, each round is different. After six rounds, the team with the most points wins!</p>"
PRODUCT,15554391671132,meta_title,en,,,Brick like this! (Sv),Brick like this! (Sv)
PRODUCT,15554391671132,meta_description,en,,,"BRICK LIKE THIS! – LEGO®-baserat partyspel för 2–8 spelare, från 7 år. Bygg på tid med 92 formkort och 48 LEGO-bitar. Fokus på samarbete och kreativitet.","BRICK LIKE THIS! – A fast-paced LEGO® party game for 2–8 players (ages 7+). Build from verbal clues using 48 bricks, 92 shape cards, and 20 challenges. Great for families and game nights."
PRODUCT,15554391671132,metafield.custom.description_short,en,,,"• Lagspel för 2–8 spelare (från 7 år) • Speltid: ca 15 min per runda • Innehåller 48 LEGO®-bitar, 92 formkort, 20 utmaningskort, timglas och regelbok • Utmanar samarbete, kommunikation och snabbhet","• Team-based LEGO game for 2–8 players (ages 7+) • 15 minutes per round • Includes 48 LEGO® bricks, 92 shape cards, 20 challenge cards, timer, and rules • Focuses on teamwork, communication, and fast thinking"
PRODUCT,15554391802204,title,en,,,Legendary 5D's Deck,Legendary 5D's Deck
PRODUCT,15554391802204,body_html,en,,,"<p>Yu‑Gi‑Oh! – Legendary 5D’s Decks är ett exklusivt set som samlar tre kompletta förbyggda deckar inspirerade av karaktärerna från den populära serien Yu‑Gi‑Oh! 5D’s. Varje deck innehåller 40 kort i Main Deck och 10 i Extra Deck, vilket ger totalt 150 kort.<br><br>Setet innehåller även spelbara tokens och chibi-versioner av populära Synchro-monster. Det är ett måste för fans av 5D’s-eran och samlare av legendariska deckar.</p>","<p>Yu‑Gi‑Oh! – Legendary 5D’s Decks is a premium set featuring three pre-constructed decks based on the beloved Yu‑Gi‑Oh! 5D’s anime series. Each deck consists of 40 Main Deck and 10 Extra Deck cards, totaling 150 cards.<br><br>Also included are playable tokens and adorable chibi-style versions of Synchro monsters. This is the perfect product for collectors and fans of the 5D’s era.</p>"
PRODUCT,15554391802204,meta_title,en,,,Yu-Gi-Oh! - Legendary 5D's Deck,Yu-Gi-Oh! - Legendary 5D's Deck
PRODUCT,15554391802204,meta_description,en,,,Yu‑Gi‑Oh! Legendary 5D’s Decks – 3 kompletta lekar. Totalt 150 kort.,Yu‑Gi‑Oh! Legendary 5D’s Decks – 3 complete decks with 150 cards featuring characters from the 5D’s series.
PRODUCT,15554391802204,metafield.custom.description_short,en,,,"Tre färdigbyggda 50-korts deckar från Yu‑Gi‑Oh! 5D’s, med tokens. Spelfärdiga direkt ur boxen.",Three 50-card pre-built decks and tokens.
PRODUCT,15554391834972,title,en,,,Port Royal (Svensk Utgåva),Port Royal (Svensk Utgåva)
PRODUCT,15554391834972,body_html,en,,,"<p>I Port Royal tävlar spelarna om att tjäna så mycket pengar som möjligt i Karibiska havet. Varje drag innebär risker – dra för många kort och du kan förlora allt! Spelet har ett däck med 120 kort som visar mynt på baksidan och olika objekt på framsidan. Välj att plundra skepp, anställa folk eller fullfölja expeditioner för att samla inflytandepoäng. Vinnaren är den som först når tolv inflytandepoäng. Perfekt för 2-5 spelare, spelet bjuder på både strategi och spänning.</p>
<p>Sleeves <br>120st 56x87mm</p>","<p>In Port Royal, players compete to earn the most money from the Caribbean Sea. Each turn comes with risks – draw too many cards and you might lose everything! The game features a 120-card deck with coins on the back and various items on the front. Choose to plunder ships, hire people, or complete expeditions to gather influence points. The winner is the first to reach twelve influence points. Perfect for 2-5 players, this game offers both strategy and excitement.</p>
<p>Sleeves <br>120st 56x87mm</p>
<p> </p>"
PRODUCT,15554391834972,meta_title,en,,,Port Royal (Svensk Utgåva),Port Royal (Svensk Utgåva)
PRODUCT,15554391834972,meta_description,en,,,Upptäck spänningen i Port Royal! Ett kortspel där du som handlare i Karibien tävlar om rikedom och inflytande. För 2-5 spelare.,"Experience the thrill of Port Royal! A card game where you, as a Caribbean trader, compete for wealth and influence. For 2-5 players."
PRODUCT,15554391998812,title,en,,,Pokemon SV10.5 - White Flare Booster,Pokemon SV10.5 - White Flare Booster
PRODUCT,15554391998812,body_html,en,,,"<p>Pokémon SV10.5 – White Flare Booster Pack är en del av den eldfokuserade expansionen inom Scarlet &amp; Violet-serien och erbjuder en intensiv blandning av nya Pokémon från Unova-regionen. Varje booster innehåller 10 slumpmässiga kort.<br><br>Denna expansion är särskilt populär bland samlare och spelare som söker explosiv spelstil, med flera karaktärsdrivna illustrationer och eftertraktade holo- eller illustration rare-kort. Perfekt både som förstärkning till ditt deck och som del av en större samling.</p>","<p>Pokémon SV10.5 – White Flare Booster Pack is part of the fire-themed expansion in the Scarlet &amp; Violet series, bringing explosive power from the Unova region. Each booster pack includes 10 random cards.<br><br>White Flare offers both competitive depth and visual appeal. Ideal for collectors and players who enjoy aggressive, high-impact strategies.</p>"
PRODUCT,15554391998812,meta_title,en,,,Pokemon SV10.5 - White Flare Booster,Pokemon SV10.5 - White Flare Booster
PRODUCT,15554391998812,meta_description,en,,,Pokémon SV10.5 White Flare – Booster med 10 kort.,Pokémon SV10.5 White Flare – 10-card booster pack
PRODUCT,15554391998812,metafield.custom.description_short,en,,,Boosterpack med 10 kort från SV10.5 – White Flare.,10-card booster pack from SV10.5 – White Flare.
PRODUCT,15554392064348,title,en,,,Pokemon SV10.5 - Black Bolt Booster,Pokemon SV10.5 - Black Bolt Booster
